NSC	NSC	OLD	OLD
PB.1253.4	140.2	174.52	3013.47	364.24
PB.1253.5	3402.3	2023.02	4910.26	4257.97
PB.1253.6	283.69	886.29	1439.79	869.24
PB.1253.7	68.5	52.29	871.79	71.7
PB.1254.1	29871.04	20817.21	19662.3	19205.21
PB.1254.2	5.55	7.18	6.93	7.64
PB.1254.3	8.42	3.62	3.77	3.15
PB.1255.1	3453	1674	1641	1521
PB.1256.1	922	824	772	738
PB.1257.1	30533	14963	13829	14576
PB.1258.1	3296	1749	1696	1286
PB.1259.1	1557.62	1022.45	5045.67	3956.71
PB.1259.2	408.05	251.39	1148.86	911.3
PB.1259.3	50.8	8.15	91.9	36.49
PB.1259.4	910.54	633.01	117.57	120.5
PB.126.1	562	308	154	161
PB.1260.1	8272.07	3831	9890.72	9760.32
PB.1260.2	309.26	147.54	296.34	305.69
PB.1260.3	429.67	438.46	302.94	152.99
PB.1261.1	624	386	527	473
PB.1262.1	5370	3017	5374	4936
PB.1263.1	7006	6446	3402	3381
PB.1264.1	1252.29	660.45	990.73	910.91
PB.1265.1	1344.37	904.39	2313.15	1812.62
PB.1265.2	1407.71	808.88	860.93	754.78
PB.1265.3	277.8	111.31	30.61	46.87
PB.1265.4	101.76	36.98	42.58	14.83
PB.1266.1	13875.11	6936.8	8593.83	9098.84
PB.1266.2	582.09	733.74	377.17	284.73
PB.1267.1	1111	765	868	763
PB.1268.1	1731.95	1204.59	1770.75	1458.52
PB.1268.2	143.05	37.41	92.25	87.96
PB.1269.1	3163	1814	1263	1081
PB.127.1	32.76	62.47	92.88	41.91
PB.127.2	5517.63	3747.96	1963.11	1919.37
PB.127.3	2787.61	1756.57	820.01	881.73
PB.1270.1	64	36	126	137
PB.1271.1	298.74	14.04	200.84	172.94
PB.1271.2	862.26	23.96	847.16	858.06
PB.1272.1	148	79	168	163
PB.1273.1	14661	12195	8013	7598
PB.1274.1	1200	504	496	456
PB.1275.1	32	32	44	36
PB.1276.1	1955.59	1841.16	1298.41	1400.8
PB.1276.2	1012.69	806.71	739.26	292.72
PB.1276.3	1731.72	1480.14	690.33	1045.48
PB.1276.4	35	17	15	8
PB.1277.1	14.25	12.93	52.85	9.92
PB.1277.2	2968.75	2029.07	5655.15	5252.08
PB.1278.1	1152.9	711.79	537.38	412.01
PB.1278.2	4432.1	3027.21	2805.62	2466.99
PB.1279.1	7171	2558	7052	7386
PB.128.1	4298	2896	2321	2118
PB.1280.1	1097	640	440	387
PB.1281.1	4682	4362	254	223
PB.1282.1	1005.38	967.23	181.35	81.8
PB.1282.10	160.41	96.94	46.01	33.49
PB.1282.11	123.47	227.02	49.75	70.06
PB.1282.12	108.77	132.15	29.09	46.16
PB.1282.13	6092.73	2762.69	190.2	103.33
PB.1282.14	6627.24	5208.03	192.52	209.98
PB.1282.15	12.89	10.63	13.46	12.53
PB.1282.16	553.89	324.17	104.88	75.54
PB.1282.2	2995.21	3139	223.56	92.03
PB.1282.3	200.28	75.44	42.19	22.7
PB.1282.4	541.38	525.78	102.03	52.02
PB.1282.5	8304.92	5127.57	201.94	307.56
PB.1282.6	4779.26	2887.48	383.65	400.82
PB.1282.7	192.3	77.57	20.31	43.12
PB.1282.8	30.42	27.3	34.85	16.09
PB.1282.9	50.45	38	35.22	23.75
PB.1283.1	657	271	674	600
PB.1284.1	6490.88	6452.18	3007.98	2520.58
PB.1284.2	1374.81	708.81	719.84	690.07
PB.1284.3	4345.46	2372.69	1502.7	1213.08
PB.1284.4	25.85	83.32	20.48	69.27
PB.1285.1	37329	23071	20228	17718
PB.1286.1	1000	1214	3051	2161
PB.1287.1	2406	2286	6162	4666
PB.1288.1	6386.46	4568.42	2828.8	2579.01
PB.1288.2	145.54	162.58	108.2	82
PB.1289.1	127	31	205	233
PB.129.1	3057.43	1464.77	585.65	807.89
PB.129.2	8413.9	5364.4	2854.8	2604.55
PB.129.3	3864.4	2294.21	800.19	393.41
PB.1290.1	8364	9982	9889	11810
PB.1291.1	24427.7	14164.77	7733.81	7447.63
PB.1291.2	35757.53	16051.57	8299.07	8317.26
PB.1291.3	267.87	319.16	126.81	118.21
PB.1291.4	7762.91	3751.5	1718.32	1817.89
PB.1292.1	13674.51	8164.83	24320.39	20833.47
PB.1292.2	162.05	60.08	687.33	157
PB.1292.3	138.76	77.96	227.6	148.75
PB.1292.4	249.32	404.89	982.63	786.19
PB.1293.1	16410.53	13038.61	11030.56	10005.83
PB.1293.2	599.73	222.52	533.72	408.25
PB.1293.3	474.53	283.2	3423.38	2898.22
PB.1293.4	1159	324.37	457.06	346.01
PB.1293.5	628.84	391.16	479.15	435.39
PB.1293.6	295.74	136.39	161.19	160.89
PB.1294.1	6744	3826	4234	4141
PB.1295.1	2859	1005	5478	3731
PB.1296.1	605	368	526	486
PB.1297.1	5625.47	3184.93	6730.23	3946.3
PB.1297.2	34.96	11.18	34.04	20.25
PB.1297.3	4464.26	2596.52	1888.8	2635.8
PB.1297.4	1.3	1.38	1.93	1.65
PB.1298.1	4860.68	4260.92	12464.74	19743.06
PB.1298.2	43916.32	16171.08	90250.26	82532.95
PB.1299.1	6230	5522	6730	6231
PB.13.1	9370.26	6483.9	7280.16	6739.27
PB.13.2	981.74	732.1	526.84	514.73
PB.130.1	320.27	62.62	276.36	54.16
PB.1300.1	210	109	323	376
PB.1301.1	2978	1311	4015	3531
PB.1302.1	2841.73	1808.93	1742.8	1693.89
PB.1302.2	227.27	285.07	149.2	55.11
PB.1303.1	15016.21	8784.61	4170.19	3555.42
PB.1303.2	2922.05	2195.18	882.86	1342.18
PB.1304.1	220.74	132.21	78.95	87.4
PB.1305.1	970.66	460.51	2216.94	2502.86
PB.1305.2	334.34	246.49	222.06	238.14
PB.1306.1	162.73	137.58	98.1	82.59
PB.1306.2	6662.27	4301.42	5013.9	5059.41
PB.1307.1	2112.87	1673.52	1790.73	1422.35
PB.1307.2	57.13	130.48	272.27	365.65
PB.1308.1	1634	1330	870	882
PB.1309.1	383.46	326.03	217.5	252.4
PB.1309.2	6200.54	3146.97	2041.5	1909.61
PB.131.1	150	211	31	40
PB.1310.1	859.41	844.82	62.81	76
PB.1310.2	392.59	265.18	41.19	28
PB.1311.1	449.1	200.82	238.23	428.72
PB.1311.10	485.12	336.21	326.87	175.07
PB.1311.11	33.13	97.27	63.84	69.57
PB.1311.12	63.86	83.35	85.88	49.02
PB.1311.13	2529.09	1299.26	1327.51	1285.29
PB.1311.2	55.93	95.71	120.41	93.16
PB.1311.3	1572.07	636.59	734.46	894.7
PB.1311.4	1202.77	923.84	1903.48	1025.6
PB.1311.5	61.68	292.74	253.81	154.56
PB.1311.6	186.74	640.07	1535.75	1021.4
PB.1311.7	1422.2	426.25	132.47	492.65
PB.1311.8	2897.55	2041.88	2474.59	1867.62
PB.1311.9	1932.75	783.99	2059.7	1694.64
PB.1312.1	2880	2298	2151	1769
PB.1313.1	16865	9346	18836	18429
PB.1314.1	1161.21	669.32	552.2	459.53
PB.1314.2	250.79	157.68	111.8	172.47
PB.1315.1	111.8	107.55	124.88	37.92
PB.1315.2	5652.64	3479.49	4278.11	3829.47
PB.1315.3	313.55	148.96	182.01	153.61
PB.1316.1	5569	2637	7969	8638
PB.1317.1	4415	1797	1042	1111
PB.1318.1	4109.83	2636.63	4300.09	3927.62
PB.1318.2	745.17	342.37	1171.91	913.38
PB.1319.1	49.18	478.36	251.55	109.37
PB.1319.2	819.29	647.62	202.38	268.21
PB.1319.3	880.53	346.03	594.07	432.42
PB.132.1	882.35	698.26	489.12	435.04
PB.132.2	1283.72	750.77	579.73	467.35
PB.1320.1	984.06	604.83	487.32	542.34
PB.1320.2	11870.01	3820.82	5746.89	5479.13
PB.1320.3	963.93	595.35	396.79	397.54
PB.1321.1	5940.26	4625.28	12097.3	11700.55
PB.1321.2	40.74	115.72	302.7	465.45
PB.1322.1	97	21	688	590
PB.1323.1	3710.12	2529.83	1857.87	1939.09
PB.1323.2	117.75	65.79	143.21	26.49
PB.1323.3	600.93	464.28	291.34	341.06
PB.1324.1	2628.2	1269.1	814.59	705.36
PB.1325.1	2168	1608	1553	1238
PB.1326.1	26066.5	17874.35	10869.08	10870.07
PB.1326.2	1199.83	1003.56	698.58	1006.99
PB.1326.3	866.48	569.41	537.71	528.26
PB.1326.4	2068.45	1516.58	711.1	288.01
PB.1326.5	647.74	130.11	164.53	105.67
PB.1327.1	1788.7	618.88	120634.64	74987.8
PB.1327.2	138.78	85.03	4469.04	3289.74
PB.1327.3	3.62	2.57	5.52	3.57
PB.1327.4	108.95	82.15	526.16	370.23
PB.1327.5	39.52	28.55	741.64	716.51
PB.1327.6	380.43	210.81	13590.99	8465.15
PB.1328.1	855	562	31	41
PB.1329.1	12927.42	9297.77	2800.53	2724.1
PB.1329.2	940.72	318.24	88.58	67.86
PB.1329.3	557.1	130.56	414.7	595.73
PB.1329.4	335.76	179.43	357.19	291.31
PB.133.1	74.93	19.96	48.16	2.61
PB.1330.1	13321	6478	8571	8285
PB.1331.1	1455	1121	2059	1964
PB.1332.1	102.15	22.57	331.83	294.99
PB.1332.2	410.85	182.43	742.16	614.01
PB.1333.1	1257.38	901.57	1165.34	862.71
PB.1333.2	330.62	299.43	173.66	462.29
PB.1334.1	1174.64	787.71	1234.87	665.43
PB.1334.10	82.2	105.87	105.69	67.88
PB.1334.11	33.83	91.78	24.84	21.27
PB.1334.2	1003.94	1112.17	1799.73	1693.11
PB.1334.3	52.65	27.47	16.5	141.21
PB.1334.4	92.29	60.73	1657.73	1033.67
PB.1334.5	68.34	53.79	53.38	183.97
PB.1334.6	11726.5	8010.9	13046.01	12776.43
PB.1334.7	607	412.88	290.07	407.89
PB.1334.8	140.03	176.47	134.91	172.51
PB.1334.9	167.59	216.24	180.28	380.63
PB.1335.1	4050.61	2620.63	2450.43	2055.47
PB.1335.2	1695.39	1199.37	724.57	730.53
PB.1336.1	5301	4257	5255	4733
PB.1337.1	776.85	632.55	1309.82	866.18
PB.1337.2	773.92	702.69	504.06	111.51
PB.1337.3	671.61	624.39	442.54	490.71
PB.1337.4	883.05	435.62	922.47	1133.12
PB.1337.5	28.57	35.75	47.11	120.48
PB.1338.1	108.38	231.3	255.55	99.96
PB.1338.2	1890.62	1666.7	721.45	781.04
PB.1339.1	1348	773	847	743
PB.134.1	4017.88	2358.86	3378.6	2293.62
PB.134.2	10594.09	4465.36	8575.93	7635.05
PB.134.3	579.68	500.4	360.24	763.62
PB.134.4	2589.31	1487.12	1629.68	935.65
PB.134.5	833.77	291.11	537.18	384.38
PB.134.6	1446.01	1160.85	985.6	936.53
PB.134.7	72.31	84.86	104.94	107.26
PB.134.8	461.95	211.44	480.85	308.89
PB.1340.1	495	445	307	310
PB.1341.1	115.8	77.83	59.91	35.13
PB.1342.1	43	6	1203	1147
PB.1343.1	700.44	1074.55	560.16	590.2
PB.1344.1	3800	3267	1859	1830
PB.1345.1	2033	751	2965	2195
PB.1346.1	4273	2638	2716	2647
PB.1347.1	2025.96	737.98	1191.52	1174.68
PB.1347.2	5349.39	3486.18	4214.38	3379.31
PB.1347.3	13396.66	9180.84	13282.1	11536.01
PB.1348.1	3399.65	2664.25	2892.8	1903.12
PB.1348.2	473	311	224	181
PB.1349.1	2717.35	2457.75	1462.2	1658.88
PB.135.1	36341	22021	10309	12109
PB.1350.1	555.61	369.45	202.45	308.18
PB.1350.2	1063.95	875.09	467.79	428.79
PB.1350.3	6596.43	4912.04	2859.52	2620.98
PB.1350.4	374.25	468.29	331.95	80.61
PB.1350.5	10.76	12.13	22.29	13.43
PB.1351.1	23895.15	20691.28	13864.92	14595.01
PB.1351.2	110.85	200.72	234.08	209.99
PB.1352.1	895.27	549.37	1426.28	1774.38
PB.1353.1	1107.73	567.63	3979.72	2886.62
PB.1354.1	2741.39	3150.64	910.51	927.8
PB.1354.2	1084.92	1181.06	733.29	507.9
PB.1354.3	1570.19	744.33	1599.94	1150.51
PB.1354.4	6911.8	5130.33	2985.65	2620.13
PB.1354.5	442.69	627.64	937.6	639.67
PB.1355.1	549.24	326.39	468.4	413.47
PB.1355.2	311.76	152.61	214.6	142.53
PB.1356.1	91747.35	79309.46	21914.49	20233.96
PB.1356.2	19.36	28.22	22.62	25.64
PB.1356.3	253.28	206	56.59	12.19
PB.1357.1	242	74	309	308
PB.1358.1	10480.04	6475.39	4814.97	4483.09
PB.1358.2	1278.43	1478.02	432.06	328.77
PB.1358.3	52.53	67.59	91.97	65.14
PB.1359.1	4338.62	3152.81	2594.82	2403.51
PB.136.1	3246	2390	1702	1620
PB.1360.1	2860.38	2431.19	1639.18	1806.49
PB.1361.1	430	374	207	241
PB.1362.1	9615.61	6437.27	6385.88	5175.55
PB.1362.2	3661.3	2795.1	2685.55	2442.36
PB.1362.3	253.09	209.62	279.56	151.09
PB.1363.1	212.15	161.57	4296.03	4252.1
PB.1363.2	96.85	82.43	2098.97	2196.9
PB.1364.1	212	190	295	257
PB.1365.1	155	126	188	166
PB.1366.1	467	249	492	411
PB.1367.1	5292.89	3405.57	4145.07	4002.3
PB.1367.2	59.11	36.43	128.93	73.7
PB.1368.1	3440.02	1357.1	1946.46	1898.17
PB.1368.2	1407.98	774.9	522.54	597.83
PB.1369.1	314	100	1241	1156
PB.137.1	87.59	83.91	63.06	39.89
PB.137.2	1886.41	1314.09	907.94	838.11
PB.137.3	168	151	70	64
PB.1370.1	388	151	1050	960
PB.1371.1	760.55	394.94	2001.8	1313.36
PB.1371.2	3959.8	2935.28	11773.79	10930.42
PB.1371.3	108.99	54.1	19.05	80.95
PB.1371.4	30360.08	20765.3	31787.43	25801.84
PB.1371.5	3.56	5.17	4.61	4.44
PB.1371.6	35.55	64.87	27.35	102.73
PB.1371.7	706.18	581.34	712.84	575.79
PB.1371.8	921.78	694.3	1236.55	968.5
PB.1371.9	7069.5	5703.69	5373.59	6526.97
PB.1372.1	1183	792	210	184
PB.1373.1	255	149	40	29
PB.1374.1	9072	6429	9808	9333
PB.1375.1	5784	3483	6378	4784
PB.1376.1	232	174	363	330
PB.1377.1	22.59	9.5	11.13	37.86
PB.1377.2	25.94	18.59	19	59.5
PB.1377.3	67.88	38.66	53.74	130.56
PB.1377.4	248.84	95.21	425.48	360.07
PB.1377.5	289.75	191.04	955.65	739.01
PB.1378.1	966	645	1075	995
PB.1379.1	451	309	242	268
PB.138.1	3327.4	2380.15	1269.96	1025.05
PB.138.2	292.64	224.88	131.17	123.84
PB.138.3	12.62	25.45	4.42	3.74
PB.138.4	10.34	6.51	13.45	5.37
PB.1380.1	715	518	1501	1234
PB.1381.1	9010	6773	24314	25381
PB.1382.1	63.13	31.12	1307.87	1279.91
PB.1382.2	22.97	7.62	88.66	55.72
PB.1382.3	18.89	14.25	317.47	386.38
PB.1383.1	8	13	318	284
PB.1384.1	1994	809	2369	1825
PB.1385.1	1831	723	2213	2180
PB.1386.1	2318	1635	2732	2846
PB.1387.1	840	245	412	298
PB.1388.1	3510	1665	1997	1537
PB.1389.1	3165	2200	754	713
PB.139.1	2626	1393	3454	3137
PB.1390.1	55061	42996	13570	13084
PB.1391.1	39808.97	31392.29	17665.45	17115.19
PB.1392.1	11756	9635	2437	2420
PB.1393.1	3854	2746	3078	2795
PB.1394.1	1685.36	536.36	1184.94	1231.56
PB.1394.2	464.31	87.71	385.72	287.22
PB.1394.3	71.92	63.48	119.49	62.01
PB.1394.4	1117.11	325.8	1534.37	1163.51
PB.1394.5	283.45	88.29	378.84	177.82
PB.1394.6	246.86	184.36	169.64	306.88
PB.1395.1	3978.17	1672.69	2805.26	2989.6
PB.1395.2	2577.83	1132.31	1514.75	1628.4
PB.1396.1	1206.27	660.77	883	806.53
PB.1396.2	1132.91	601.74	1221.15	1073.26
PB.1396.3	239.81	173.49	371.85	189.21
PB.1397.1	2425	1210	1921	1842
PB.1398.1	9874	7091	7615	7143
PB.1399.1	2292	425	726	772
PB.14.1	115.63	46.07	73.5	69.51
PB.14.2	1015.09	904.33	1497.97	1336.21
PB.14.3	51.01	34.49	53.51	242.88
PB.14.4	608.62	45.3	312.17	102.25
PB.14.5	79.65	21.81	67.85	32.14
PB.140.1	316.39	169.96	436.76	447.9
PB.140.2	51111.7	35594.36	13187.5	12865
PB.140.3	4426.91	2113.68	3523.74	3572.1
PB.1400.1	52330.49	38900.04	32382.03	21999.9
PB.1400.2	58239.51	53562.96	28025.97	28982.1
PB.1401.1	17970	9319	21612	17762
PB.1402.1	1377	553	925	843
PB.1403.1	20473.76	11121.64	47657.87	41695.92
PB.1403.2	1219.92	630.06	1874.5	2395.52
PB.1403.3	1115.31	539.3	2087.63	1706.57
PB.1404.1	676.71	383.14	524.3	371.28
PB.1404.2	9258.29	4375.86	4623.7	4792.72
PB.1405.1	2520.05	1818.53	1211.91	1168.62
PB.1405.2	44.64	25.11	1019.25	1021.64
PB.1405.3	1664.97	840.79	1443.59	1446.13
PB.1405.4	1201.91	642.9	790.95	767.33
PB.1405.5	3741.43	1940.67	3018.3	3002.28
PB.1406.1	76.13	142.93	139.27	91.9
PB.1407.1	175	129	128	122
PB.1408.1	3829.11	559.93	911.49	829.86
PB.1408.2	1064.78	893.97	573.65	463.5
PB.1408.3	345.12	117.11	294.86	181.64
PB.1409.1	484.74	301.02	151.13	159.08
PB.1409.2	194.66	33.23	81.05	66.54
PB.1409.3	10571.6	8131.76	7540.82	6278.39
PB.141.1	53.45	31.39	31.67	14.91
PB.141.10	558.31	291.05	118.23	160
PB.141.11	231	216	39	47
PB.141.2	155.06	139.44	113.71	64.75
PB.141.3	5100.03	3470.24	691.4	472.12
PB.141.4	2015.22	1435.58	407.04	520.43
PB.141.5	773.25	624.64	149.46	148.61
PB.141.6	12511.16	9847.88	3088.98	2354.64
PB.141.7	532.48	834.84	121.4	212.39
PB.141.8	380.81	384.53	123.41	85.81
PB.141.9	591.64	397.36	70.07	203.43
PB.1410.1	2870.25	2089.85	3898.42	3436.15
PB.1410.2	190.39	91.37	270.65	176.72
PB.1410.3	382.37	328.79	363.93	380.12
PB.1411.1	2126.03	936.41	1040.25	964.07
PB.1411.2	42.58	11.29	7.81	14.96
PB.1411.3	1254.39	434.3	449.94	375.97
PB.1412.1	264.79	149.52	298.25	365.67
PB.1412.2	8441.93	3211.87	7557.37	6098.54
PB.1412.3	16541.23	11753.39	9901.35	8872.86
PB.1412.4	3838.93	2246.71	3848.24	2780.83
PB.1412.5	5975.86	3354.49	2014.31	2613.12
PB.1412.6	188.27	97.03	84.48	67.97
PB.1413.1	2031	1752	1316	1310
PB.1414.1	246.42	526.62	1373.56	999.61
PB.1414.2	175.46	67.56	308.17	200.2
PB.1414.3	773.47	237.4	1463.03	1589.19
PB.1414.4	455.96	310.01	487.76	706.34
PB.1414.5	419.69	119.41	614.48	804.67
PB.1415.1	4026	2250	3182	3246
PB.1416.1	205.21	111.41	49.46	49.26
PB.1417.1	12501.79	9020.59	467.54	419.74
PB.1418.1	7610	6096	353	283
PB.1419.1	517	434	703	636
PB.142.1	1185.21	979.43	1402.24	1407.64
PB.142.2	59.89	30.66	124.72	32.44
PB.142.3	67.26	30.26	43.47	109.96
PB.142.4	46.16	25.44	15.57	17.46
PB.1420.1	1335	858	663	528
PB.1421.1	1366	557	13625	13965
PB.1422.1	621.99	304.41	641.28	493.97
PB.1422.2	31.01	10.59	50.72	73.03
PB.1423.1	46.91	22	732.48	465.22
PB.1423.2	27.83	23.89	49.06	57.54
PB.1423.3	36.26	14.11	362.45	562.24
PB.1424.1	1280.2	689.96	1620.53	1065.31
PB.1424.2	5213.71	2461.96	7512.05	8290.68
PB.1424.3	2149.09	1121.08	6269.41	4498.01
PB.1425.1	26068	18282	11952	11959
PB.1426.1	1196	651	1003	959
PB.1427.1	380	219	396	464
PB.1428.1	591	415	262	211
PB.1429.1	2016	303	770	588
PB.143.1	283.31	466.91	239.59	172.4
PB.143.2	601.76	548.35	152.23	194.02
PB.1430.1	2262	1427	1288	1385
PB.1431.1	10.09	13.01	25.05	86.53
PB.1431.2	3733.78	2385.51	2164.44	1633.23
PB.1431.3	10.12	10.49	18.51	22.25
PB.1432.1	1167	781	1123	906
PB.1433.1	434815.22	264329.54	227585.34	204004.98
PB.1433.2	291.86	194.63	272.88	212.38
PB.1434.1	3151	1662	1407	1211
PB.1435.1	1410	1181	838	863
PB.1436.1	874	599	812	764
PB.1437.1	2127	1242	2091	1915
PB.1438.1	1328	753	870	773
PB.1439.1	4075.2	3135.51	5338.6	5128.86
PB.1439.2	33.8	43.49	31.4	51.14
PB.144.1	3919	2815	1866	1474
PB.1440.1	13661.03	7383.94	6490.3	6204.13
PB.1440.2	419.97	230.06	232.7	268.87
PB.1441.1	37108	20599	26249	22378
PB.1442.1	56750.27	39728.83	32643.95	30067.75
PB.1442.2	7167.9	5273.12	5498.6	3711.64
PB.1442.3	5009.28	3128.42	2869.79	2518.44
PB.1442.4	169.82	66.2	79.65	45.39
PB.1442.5	724.23	582.18	1016.04	803.61
PB.1442.6	9979.5	3034.26	408.97	1031.17
PB.1443.1	4455.76	4088.13	1147.21	1401.05
PB.1443.2	4631.66	2213.67	886.52	850.42
PB.1443.3	8590.8	4129.06	3476.93	3259.66
PB.1443.4	1547.42	840.95	295.47	225.92
PB.1443.5	100.09	113.05	38.15	53.36
PB.1443.6	3881.4	2336.25	822.56	622.24
PB.1443.7	18.38	16.57	19.85	19.27
PB.1443.8	695.48	282.32	248.29	194.1
PB.1444.1	314	241	341	342
PB.1445.1	3778.42	2095.27	2733.28	2779
PB.1446.1	1129.58	891.73	1548.73	1250
PB.1447.1	467	181	343	276
PB.1448.1	2904.72	1454.67	1698.23	1600.34
PB.1448.2	197.28	330.33	1130.77	720.66
PB.1449.1	853	485	800	589
PB.145.1	16	5	7	8
PB.1450.1	4501.75	3300.49	2691.6	2626.16
PB.1450.2	22.75	28.33	27.27	31.56
PB.1450.3	1319.96	846.59	705.44	831.9
PB.1450.4	21029.89	12207.52	12713.48	12443.54
PB.1450.5	63.65	14.08	17.21	51.84
PB.1451.1	65.05	133.58	72.27	72.23
PB.1451.2	1913.95	1208.42	1349.73	1201.77
PB.1452.1	8990.49	5901.49	4245.42	3464.75
PB.1452.2	1343.52	897.51	718.58	476.25
PB.1453.1	2465.36	2316.94	4056.54	3465.46
PB.1453.2	9185.34	5026.04	4529.52	4784.99
PB.1453.3	50.3	460.02	38.94	71.56
PB.1454.1	2299.46	1183.8	1667.67	1520.37
PB.1454.2	10.54	11.2	9.33	10.63
PB.1455.1	4440.5	1293.11	1266.16	1263.76
PB.1455.2	1131.5	441.89	559.84	389.24
PB.1456.1	680	646	256	218
PB.1457.1	3429	2273	3233	3126
PB.1458.1	4464.61	2747.45	4654.95	4401.94
PB.1458.2	121.39	32.55	126.05	44.06
PB.1459.1	1132.96	797.69	1143.77	1045.05
PB.1459.2	1280.04	1050.31	817.23	735.95
PB.146.1	8924.52	3984.89	3602.04	2989.27
PB.146.2	5324.48	3337.11	1655.96	1587.73
PB.1460.1	269.17	141.13	75.92	106.28
PB.1461.1	3417.88	2911.14	4911.66	4200.19
PB.1461.2	73.24	18.72	63.95	20.07
PB.1461.3	41.83	42.91	98.32	201.63
PB.1461.4	24.89	41.1	67.14	53.82
PB.1462.1	2166	1325	1351	1205
PB.1463.1	1549	1138	459	464
PB.1464.1	726	418	394	431
PB.1465.1	1078	725	890	866
PB.1466.1	826.15	456.01	771.88	649.39
PB.1467.1	160	167	67	60
PB.1468.1	2069.2	1601.33	2999.17	2778.72
PB.1468.2	25.2	30.16	19.91	26.73
PB.1468.3	346.37	289.6	321.76	246.53
PB.1468.4	85.52	474.06	350.3	495.22
PB.1468.5	73.19	114.45	195.11	155.93
PB.1468.6	872.53	533.4	605.75	463.88
PB.1469.1	1028	754	1302	1185
PB.147.1	168.35	70.49	85.46	50.16
PB.147.2	415.14	201.14	219.75	171.89
PB.147.3	2572.2	1182.08	1651.81	1418.07
PB.147.4	384.12	199.3	279.06	193.05
PB.147.5	382.19	455.99	150.92	646.82
PB.1470.1	2642	2302	1350	1230
PB.1471.1	42156.98	28914.11	77356.47	69095.19
PB.1471.2	323.02	140.89	220.53	221.81
PB.1472.1	5269.64	3357.45	4874.76	4533.63
PB.1472.2	753.83	542.58	623.09	587.4
PB.1472.3	555.89	76.11	407.84	461.36
PB.1472.4	34.65	65.86	40.32	60.61
PB.1473.1	520	529	29	30
PB.1474.1	144.96	75.57	61.07	41.16
PB.1474.2	792.93	396.41	206.99	121.61
PB.1474.3	644.74	672.92	492.11	366.87
PB.1474.4	564.69	758.24	173.49	172.58
PB.1474.5	860.69	982.85	225.34	209.77
PB.1475.1	4096.92	2340.9	5813.76	5723.63
PB.1475.2	2117.28	1478.13	3423.17	2029.49
PB.1475.3	985.8	186.97	219.07	1004.88
PB.1476.1	24424.8	18683.63	12061.99	11823.23
PB.1476.2	141.63	114.84	91.91	130.83
PB.1476.3	3384.92	2022.09	1846.36	1448.24
PB.1476.4	49.64	80.43	81.74	200.7
PB.1477.1	1902	1076	781	754
PB.1478.1	6297	4270	3596	3238
PB.1479.1	1976.8	573.89	397.41	90.97
PB.1479.2	12.47	14.17	13.34	14.23
PB.1479.3	2990.4	2483.02	680.34	468.19
PB.1479.4	388.21	461.92	92.67	32.24
PB.1479.5	4844.77	3870.63	902.6	824.76
PB.1479.6	5396.35	3292.36	872.63	994.61
PB.148.1	310.76	169.33	251.67	228.05
PB.1480.1	10984.47	3938.43	3243.78	2922.98
PB.1480.2	1235.91	281.8	628.38	703.81
PB.1480.3	96.02	56.13	58.33	82.31
PB.1480.4	492.93	165.34	385.57	181.7
PB.1480.5	12163.16	5374.82	3166.96	3698.56
PB.1480.6	7.51	8.48	26.98	20.64
PB.1481.1	227	139	93	83
PB.1482.1	959	631	422	448
PB.1483.1	1407	869	3648	3890
PB.1484.1	7	18	3	3
PB.1485.1	50951.5	25161.78	34165.09	30825.39
PB.1485.2	2554.5	2208.22	1907.91	1748.61
PB.1486.1	873.45	601.92	377.6	543.09
PB.1486.2	1282.56	1039.08	904.4	589.91
PB.1487.1	2304.16	1782.77	1988.91	2223.42
PB.1488.1	2106	1382	1252	1054
PB.1489.1	15151.91	7535.94	9644.09	8209.04
PB.1489.2	1320.05	897.92	709.23	990.03
PB.1489.3	353.04	242.14	185.68	288.94
PB.149.1	74.23	41.67	63.33	68.95
PB.1490.1	7085	4481	4694	4212
PB.1491.1	49133.29	18103.01	14719.5	13278.25
PB.1491.2	28639.71	19736.99	14941.5	10822.75
PB.1492.1	171.28	235.71	92.26	117.51
PB.1493.1	1993	1186	1185	1093
PB.1494.1	72831.73	60991.05	4293.76	3869.43
PB.1494.2	467.99	404.6	36.8	20.77
PB.1494.3	212.28	156.35	17.47	14.8
PB.1495.1	377.61	425.99	749.7	498.19
PB.1495.2	627.49	179.86	409.91	186.68
PB.1495.3	1589.41	898	1422.79	1221.2
PB.1495.4	156.57	76.12	162.08	101.7
PB.1495.5	494.91	218.02	224.52	256.23
PB.1496.1	997	508	959	952
PB.1497.1	1649.23	885.42	2290.13	2176.36
PB.1497.2	615.84	651.51	1297.87	1311.44
PB.1497.3	3135.93	1957.08	2175	2348.2
PB.1498.1	16573.92	15537.67	17048.56	14179.57
PB.1498.2	727.08	539.33	451.44	360.43
PB.1499.1	242	317	357	314
PB.15.1	834	696	391	369
PB.150.1	577	225	164	144
PB.1500.1	81	60	243	219
PB.1501.1	12795.49	13080.36	1577.98	1610.94
PB.1502.1	35.2	23.92	29.01	32
PB.1502.2	31433.31	20516.71	1824.02	1541.06
PB.1503.1	1627	960	927	798
PB.1504.1	1061	659	1705	1614
PB.1505.1	687.92	526.78	853.34	555.47
PB.1505.2	3229.16	1246.6	1866.72	2039.23
PB.1505.3	224.92	159.61	267.95	148.3
PB.1506.1	2962	2286	2618	2683
